,iid,gender,partner,pid,match,samerace,age_o,race_o,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
1788,126,1,3,114.0,0,0,20.0,1.0,20.0,20.0,20.0,10.0,10.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,2.0,22.0,7.0,2.0,7.0,5.0,55080.0,6.0,3.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
1789,126,1,4,115.0,0,1,21.0,2.0,10.0,30.0,20.0,15.0,5.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,2.0,22.0,7.0,2.0,7.0,5.0,55080.0,6.0,3.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
1790,126,1,5,116.0,0,1,21.0,2.0,15.0,25.0,25.0,20.0,0.0,9.0,10.0,7.0,9.0,4.0,7.0,6.0,1.0,22.0,7.0,2.0,7.0,5.0,55080.0,6.0,3.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
1791,126,1,6,117.0,0,1,21.0,2.0,10.0,20.0,20.0,20.0,10.0,10.0,9.0,7.0,8.0,6.0,7.0,4.0,1.0,22.0,7.0,2.0,7.0,5.0,55080.0,6.0,3.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
1793,126,1,11,120.0,0,0,20.0,3.0,10.0,35.0,35.0,8.0,2.0,10.0,8.0,7.0,8.0,6.0,7.0,8.0,2.0,22.0,7.0,2.0,7.0,5.0,55080.0,6.0,3.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
1794,126,1,12,121.0,0,1,21.0,2.0,15.0,5.0,30.0,15.0,0.0,7.0,10.0,7.0,10.0,9.0,9.0,1.0,2.0,22.0,7.0,2.0,7.0,5.0,55080.0,6.0,3.0,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0
1836,131,1,1,112.0,0,0,20.0,6.0,15.0,20.0,25.0,10.0,15.0,7.0,6.0,2.0,5.0,1.0,2.0,5.0,2.0,19.0,5.0,4.0,4.0,1.0,17378.0,7.0,3.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
1837,131,1,2,113.0,0,0,21.0,2.0,15.0,25.0,25.0,15.0,5.0,9.0,8.0,3.0,6.0,2.0,3.0,5.0,2.0,19.0,5.0,4.0,4.0,1.0,17378.0,7.0,3.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
1838,131,1,3,114.0,0,0,20.0,1.0,20.0,20.0,20.0,10.0,10.0,6.0,4.0,5.0,3.0,3.0,5.0,6.0,2.0,19.0,5.0,4.0,4.0,1.0,17378.0,7.0,3.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
1840,131,1,5,116.0,0,0,21.0,2.0,15.0,25.0,25.0,20.0,0.0,8.0,7.0,3.0,7.0,0.0,5.0,6.0,2.0,19.0,5.0,4.0,4.0,1.0,17378.0,7.0,3.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
1843,131,1,11,120.0,0,0,20.0,3.0,10.0,35.0,35.0,8.0,2.0,8.0,6.0,5.0,7.0,2.0,5.0,5.0,2.0,19.0,5.0,4.0,4.0,1.0,17378.0,7.0,3.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
1844,131,1,12,121.0,0,0,21.0,2.0,15.0,5.0,30.0,15.0,0.0,10.0,10.0,8.0,10.0,1.0,9.0,1.0,2.0,19.0,5.0,4.0,4.0,1.0,17378.0,7.0,3.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0
1846,132,0,1,137.0,0,0,26.0,4.0,17.39,15.22,17.39,13.04,19.57,8.0,9.0,8.0,9.0,7.0,7.0,6.0,1.0,27.0,8.0,2.0,10.0,1.0,40375.0,7.0,2.0,7.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0
1847,132,0,2,138.0,0,1,32.0,2.0,20.0,20.0,20.0,6.67,13.33,7.0,4.0,6.0,6.0,4.0,8.0,6.0,2.0,27.0,8.0,2.0,10.0,1.0,40375.0,7.0,2.0,7.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0
1849,132,0,6,140.0,1,1,29.0,2.0,16.28,18.6,18.6,11.63,16.28,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,27.0,8.0,2.0,10.0,1.0,40375.0,7.0,2.0,7.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0
1850,132,0,10,141.0,0,0,28.0,3.0,20.83,16.67,16.67,6.25,18.75,7.0,7.0,7.0,7.0,8.0,7.0,7.0,1.0,27.0,8.0,2.0,10.0,1.0,40375.0,7.0,2.0,7.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0
1856,134,0,1,137.0,1,0,26.0,4.0,17.39,15.22,17.39,13.04,19.57,9.0,9.0,8.0,8.0,7.0,9.0,6.0,2.0,23.0,10.0,2.0,8.0,10.0,48929.0,5.0,3.0,2.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,9.0,5.0,7.0,8.0,8.0,8.0
1857,134,0,2,138.0,0,1,32.0,2.0,20.0,20.0,20.0,6.67,13.33,8.0,8.0,2.0,7.0,1.0,1.0,8.0,2.0,23.0,10.0,2.0,8.0,10.0,48929.0,5.0,3.0,2.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,9.0,5.0,7.0,8.0,8.0,8.0
1860,134,0,10,141.0,0,0,28.0,3.0,20.83,16.67,16.67,6.25,18.75,8.0,8.0,7.0,6.0,5.0,7.0,7.0,2.0,23.0,10.0,2.0,8.0,10.0,48929.0,5.0,3.0,2.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,9.0,5.0,7.0,8.0,8.0,8.0
1871,137,1,1,132.0,0,0,27.0,2.0,16.67,16.67,16.67,16.67,16.67,9.0,7.0,9.0,6.0,9.0,8.0,7.0,1.0,26.0,8.0,4.0,1.0,1.0,78193.0,4.0,1.0,8.0,6.0,1.0,8.0,8.0,4.0,4.0,1.0,5.0,7.0,4.0,7.0,1.0,9.0,9.0,10.0,8.0,3.0
1872,137,1,2,133.0,0,1,24.0,4.0,19.15,17.02,17.02,14.89,19.15,7.0,7.0,8.0,6.0,8.0,7.0,7.0,2.0,26.0,8.0,4.0,1.0,1.0,78193.0,4.0,1.0,8.0,6.0,1.0,8.0,8.0,4.0,4.0,1.0,5.0,7.0,4.0,7.0,1.0,9.0,9.0,10.0,8.0,3.0
1873,137,1,3,134.0,1,0,23.0,2.0,20.0,20.0,17.78,20.0,15.56,9.0,7.0,9.0,10.0,8.0,9.0,6.0,2.0,26.0,8.0,4.0,1.0,1.0,78193.0,4.0,1.0,8.0,6.0,1.0,8.0,8.0,4.0,4.0,1.0,5.0,7.0,4.0,7.0,1.0,9.0,9.0,10.0,8.0,3.0
1876,138,1,1,132.0,0,1,27.0,2.0,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,32.0,8.0,2.0,9.0,6.0,63351.0,3.0,2.0,7.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,4.0,9.0,2.0,9.0,6.0,2.0
1877,138,1,2,133.0,0,0,24.0,4.0,19.15,17.02,17.02,14.89,19.15,6.0,8.0,7.0,8.0,6.0,6.0,5.0,2.0,32.0,8.0,2.0,9.0,6.0,63351.0,3.0,2.0,7.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,4.0,9.0,2.0,9.0,6.0,2.0
1878,138,1,3,134.0,0,1,23.0,2.0,20.0,20.0,17.78,20.0,15.56,8.0,9.0,8.0,7.0,8.0,7.0,5.0,2.0,32.0,8.0,2.0,9.0,6.0,63351.0,3.0,2.0,7.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,4.0,9.0,2.0,9.0,6.0,2.0
1896,142,0,1,158.0,0,1,23.0,2.0,19.05,19.05,19.05,9.52,14.29,8.0,8.0,7.0,7.0,5.0,9.0,5.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1899,142,0,4,161.0,0,1,22.0,2.0,18.75,18.75,18.75,18.75,8.33,7.0,8.0,7.0,6.0,4.0,7.0,6.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1900,142,0,5,162.0,0,0,27.0,4.0,15.22,19.57,17.39,13.04,19.57,7.0,7.0,6.0,6.0,5.0,5.0,5.0,1.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1901,142,0,6,163.0,0,1,26.0,2.0,20.0,20.0,20.0,16.0,12.0,7.0,7.0,5.0,6.0,5.0,6.0,2.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1903,142,0,8,165.0,0,1,30.0,2.0,12.5,20.83,18.75,12.5,18.75,8.0,9.0,7.0,8.0,6.0,6.0,3.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1905,142,0,10,167.0,1,1,23.0,2.0,13.95,18.6,16.28,16.28,16.28,6.0,7.0,6.0,4.0,4.0,6.0,4.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1906,142,0,11,168.0,1,0,23.0,4.0,17.78,17.78,17.78,17.78,17.78,8.0,7.0,7.0,7.0,8.0,8.0,9.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1907,142,0,12,169.0,1,1,28.0,2.0,20.0,17.78,15.56,15.56,13.33,8.0,9.0,8.0,7.0,8.0,8.0,7.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1908,142,0,13,170.0,0,0,28.0,4.0,20.93,18.6,18.6,13.95,11.63,7.0,7.0,7.0,5.0,7.0,7.0,6.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1909,142,0,14,171.0,1,1,29.0,2.0,10.87,19.57,19.57,19.57,10.87,8.0,9.0,9.0,8.0,7.0,7.0,7.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1910,142,0,15,172.0,1,1,27.0,2.0,17.78,22.22,20.0,15.56,6.67,7.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1911,142,0,16,173.0,1,1,22.0,2.0,18.37,20.41,20.41,16.33,6.12,7.0,7.0,7.0,5.0,5.0,7.0,5.0,2.0,24.0,13.0,2.0,1.0,4.0,50745.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0
1928,144,0,1,158.0,0,1,23.0,2.0,19.05,19.05,19.05,9.52,14.29,9.0,9.0,7.0,7.0,8.0,9.0,7.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1929,144,0,2,159.0,0,1,28.0,2.0,20.45,20.45,20.45,11.36,11.36,8.0,8.0,8.0,7.0,9.0,9.0,7.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1930,144,0,3,160.0,0,0,29.0,1.0,18.0,18.0,18.0,14.0,16.0,8.0,9.0,9.0,9.0,7.0,7.0,6.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1931,144,0,4,161.0,0,1,22.0,2.0,18.75,18.75,18.75,18.75,8.33,8.0,10.0,9.0,3.0,1.0,5.0,3.0,1.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1932,144,0,5,162.0,1,0,27.0,4.0,15.22,19.57,17.39,13.04,19.57,7.0,7.0,7.0,7.0,5.0,8.0,10.0,1.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1933,144,0,6,163.0,0,1,26.0,2.0,20.0,20.0,20.0,16.0,12.0,8.0,8.0,6.0,6.0,5.0,6.0,4.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1934,144,0,7,164.0,0,1,27.0,2.0,23.08,20.51,17.95,2.56,15.38,7.0,9.0,7.0,6.0,5.0,7.0,4.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1935,144,0,8,165.0,0,1,30.0,2.0,12.5,20.83,18.75,12.5,18.75,8.0,10.0,8.0,7.0,6.0,7.0,5.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1937,144,0,10,167.0,0,1,23.0,2.0,13.95,18.6,16.28,16.28,16.28,6.0,5.0,4.0,5.0,6.0,3.0,3.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1938,144,0,11,168.0,0,0,23.0,4.0,17.78,17.78,17.78,17.78,17.78,8.0,8.0,8.0,8.0,8.0,7.0,7.0,1.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1939,144,0,12,169.0,0,1,28.0,2.0,20.0,17.78,15.56,15.56,13.33,7.0,8.0,9.0,7.0,9.0,8.0,7.0,1.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1941,144,0,14,171.0,0,1,29.0,2.0,10.87,19.57,19.57,19.57,10.87,9.0,9.0,9.0,8.0,10.0,8.0,9.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1942,144,0,15,172.0,0,1,27.0,2.0,17.78,22.22,20.0,15.56,6.67,7.0,8.0,5.0,6.0,4.0,4.0,5.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1943,144,0,16,173.0,0,1,22.0,2.0,18.37,20.41,20.41,16.33,6.12,7.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0,23.0,10.0,2.0,5.0,2.0,29279.0,5.0,2.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0
1944,145,0,1,158.0,0,1,23.0,2.0,19.05,19.05,19.05,9.52,14.29,8.0,9.0,7.0,7.0,8.0,9.0,6.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1945,145,0,2,159.0,0,1,28.0,2.0,20.45,20.45,20.45,11.36,11.36,8.0,8.0,7.0,7.0,9.0,8.0,6.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1946,145,0,3,160.0,0,0,29.0,1.0,18.0,18.0,18.0,14.0,16.0,8.0,9.0,4.0,10.0,3.0,5.0,5.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1947,145,0,4,161.0,0,1,22.0,2.0,18.75,18.75,18.75,18.75,8.33,8.0,10.0,7.0,5.0,3.0,4.0,2.0,1.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1948,145,0,5,162.0,0,0,27.0,4.0,15.22,19.57,17.39,13.04,19.57,6.0,7.0,7.0,6.0,5.0,6.0,3.0,1.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1949,145,0,6,163.0,0,1,26.0,2.0,20.0,20.0,20.0,16.0,12.0,7.0,6.0,8.0,5.0,3.0,5.0,3.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1951,145,0,8,165.0,0,1,30.0,2.0,12.5,20.83,18.75,12.5,18.75,8.0,9.0,6.0,8.0,5.0,6.0,4.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1953,145,0,10,167.0,0,1,23.0,2.0,13.95,18.6,16.28,16.28,16.28,6.0,6.0,4.0,5.0,5.0,3.0,5.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1954,145,0,11,168.0,0,0,23.0,4.0,17.78,17.78,17.78,17.78,17.78,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1955,145,0,12,169.0,0,1,28.0,2.0,20.0,17.78,15.56,15.56,13.33,9.0,9.0,8.0,9.0,8.0,8.0,8.0,1.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1956,145,0,13,170.0,0,0,28.0,4.0,20.93,18.6,18.6,13.95,11.63,7.0,6.0,6.0,6.0,8.0,6.0,5.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1957,145,0,14,171.0,0,1,29.0,2.0,10.87,19.57,19.57,19.57,10.87,8.0,9.0,5.0,8.0,3.0,6.0,6.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1958,145,0,15,172.0,0,1,27.0,2.0,17.78,22.22,20.0,15.56,6.67,7.0,9.0,2.0,4.0,2.0,3.0,7.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1959,145,0,16,173.0,0,1,22.0,2.0,18.37,20.41,20.41,16.33,6.12,6.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0,24.0,10.0,2.0,9.0,7.0,38774.0,7.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0
1960,146,0,1,158.0,0,1,23.0,2.0,19.05,19.05,19.05,9.52,14.29,9.0,8.0,7.0,7.0,8.0,9.0,5.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1963,146,0,4,161.0,0,1,22.0,2.0,18.75,18.75,18.75,18.75,8.33,6.0,7.0,4.0,5.0,5.0,4.0,3.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1964,146,0,5,162.0,0,0,27.0,4.0,15.22,19.57,17.39,13.04,19.57,6.0,8.0,3.0,6.0,3.0,4.0,3.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1965,146,0,6,163.0,0,1,26.0,2.0,20.0,20.0,20.0,16.0,12.0,8.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1966,146,0,7,164.0,1,1,27.0,2.0,23.08,20.51,17.95,2.56,15.38,10.0,10.0,8.0,8.0,8.0,10.0,10.0,1.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1967,146,0,8,165.0,0,1,30.0,2.0,12.5,20.83,18.75,12.5,18.75,7.0,9.0,7.0,7.0,7.0,7.0,5.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1969,146,0,10,167.0,0,1,23.0,2.0,13.95,18.6,16.28,16.28,16.28,6.0,8.0,2.0,5.0,3.0,3.0,1.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1970,146,0,11,168.0,0,0,23.0,4.0,17.78,17.78,17.78,17.78,17.78,6.0,7.0,6.0,6.0,3.0,4.0,2.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1971,146,0,12,169.0,0,1,28.0,2.0,20.0,17.78,15.56,15.56,13.33,8.0,9.0,7.0,8.0,7.0,7.0,7.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
1972,146,0,13,170.0,0,0,28.0,4.0,20.93,18.6,18.6,13.95,11.63,7.0,7.0,6.0,6.0,5.0,5.0,5.0,2.0,36.0,6.0,2.0,1.0,7.0,58802.0,7.0,1.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0
